last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
O’Connor,James,,,,,1870-04-04,M,rep,LA,1,,Democrat,,,,,,,,,,,,O000028,,,,,,408276,,,,7016,James O'Connor (Louisiana politician)
Oldfield,Pearl,Peden,,,,1876-12-02,F,rep,AR,2,,Democrat,,,,,,,,,,,,O000061,,,,,,408336,,,,7049,Pearl P. Oldfield
Palmer,John,William,,,,1866-08-20,M,rep,MO,7,,Republican,,,,,,,,,,,,P000043,,,,,,408453,,,,7180,John W. Palmer
Patterson,Roscoe,Conkling,,,,1876-09-15,M,sen,MO,,1,Republican,,,,,,,,,,,,P000127,,,,,,408535,,,,7252,Roscoe C. Patterson
Porter,Stephen,Geyer,,,,1869-05-18,M,rep,PA,32,,Republican,,,,,,,,,,,,P000447,,,,,,408836,,,,7540,Stephen G. Porter
Pritchard,George,Moore,,,,1886-01-04,M,rep,NC,10,,Republican,,,,,,,,,,,,P000544,,,,,,408928,,,,7630,George M. Pritchard
Quayle,John,Francis,,,,1868-12-01,M,rep,NY,7,,Democrat,,,,,,,,,,,,Q000008,,,,,,408971,,,,7669,John Quayle (politician)
Ramey,Frank,Marion,,,,1881-09-23,M,rep,IL,21,,Republican,,,,,,,,,,,,R000021,,,,,,409003,,,,7698,Frank M. Ramey
Reed,David,Aiken,,,,1880-12-21,M,sen,PA,,1,Republican,,,,,,,,,,,,R000114,,,,,,409094,,,,7782,David A. Reed
Roark,Charles,Wickliffe,,,,1877-01-22,M,rep,KY,-1,,Republican,,,,,,,,,,,,R000294,,,,,,409267,,,,,Charles W. Roark
Robinson,Arthur,Raymond,,,,1881-03-12,M,sen,IN,,1,Republican,,,,,,,,,,,,R000332,,,,,,409303,,,,7972,Arthur Raymond Robinson
Rowbottom,Harry,Emerson,,,,1884-11-03,M,rep,IN,1,,Republican,,,,,,,,,,,,R000474,,,,,,409435,,,,8090,Harry E. Rowbottom
Sears,Willis,Gratz,,,,1860-08-16,M,rep,NE,2,,Republican,,,,,,,,,,,,S000212,,,,,,409717,,,,8336,Willis G. Sears
Shaffer,Joseph,Crockett,,,,1880-01-19,M,rep,VA,9,,Republican,,,,,,,,,,,,S000278,,,,,,409777,,,,8393,Joseph C. Shaffer
Simms,Albert,Gallatin,,,,1882-10-08,M,rep,NM,1,,Republican,,,,,,,,,,,,S000420,,,,,,409914,,,,8519,Albert G. Simms
Sloan,Charles,Henry,,,,1863-05-02,M,rep,NE,4,,Republican,,,,,,,,,,,,S000491,,,,,,409979,,,,8579,Charles H. Sloan
Speaks,John,Charles,,,,1859-02-11,M,rep,OH,12,,Republican,,,,,,,,,,,,S000707,,,,,,410178,,,,8770,John C. Speaks
Spearing,James,Zacharie,,,,1864-04-23,M,rep,LA,2,,Democrat,,,,,,,,,,,,S000708,,,,,,410179,,,,8771,James Z. Spearing
Sproul,Elliott,Wilford,,,,1856-12-28,M,rep,IL,3,,Republican,,,,,,,,,,,,S000758,,,,,,410225,,,,8816,Elliott W. Sproul
Sproul,William,Henry,,,,1867-10-14,M,rep,KS,3,,Republican,,,,,,,,,,,,S000759,,,,,,410226,,,,8817,William H. Sproul
Stedman,Charles,Manly,,,,1841-01-29,M,rep,NC,5,,Democrat,,,,,,,,,,,,S000827,,,,,,410291,,,,8864,Charles Manly Stedman
Steele,Leslie,Jasper,,,,1868-11-21,M,rep,GA,5,,Democrat,,,,,,,,,,,,S000835,,,,,,410299,,,,8872,Leslie J. Steele
Stephens,Hubert,Durrett,,,,1875-07-02,M,sen,MS,,1,Democrat,,,,,,,,,,,,S000857,,,,,,410320,,,,8888,Hubert D. Stephens
Stobbs,George,Russell,,,,1877-02-07,M,rep,MA,4,,Republican,,,,,,,,,,,,S000931,,,,,,410390,,,,8956,George R. Stobbs
Stone,Ulysses,Stevens,,,,1878-12-17,M,rep,OK,5,,Republican,,,,,,,,,,,,S000964,,,,,,410423,,,,8985,Ulysses S. Stone
Sullivan,Patrick,Joseph,,,,1865-03-17,M,sen,WY,,2,Republican,,,,,,,,,,,,S001060,,,,,,410514,,,,9074,Patrick Joseph Sullivan
Sutherland,Daniel,Alexander,,,,1869-04-17,M,rep,AK,0,,Republican,,,,,,,,,,,,S001079,,,,,,410532,,,,,Daniel Sutherland
Swanson,Claude,Augustus,,,,1862-03-31,M,sen,VA,,1,Democrat,,,,,,,,,,,,S001094,,,,,,410547,,,,9106,Claude A. Swanson
Thompson,Charles,James,,,,1862-01-24,M,rep,OH,5,,Republican,,,,,,,,,,,,T000194,,,,,,410773,,,,9316,Charles J. Thompson
Wainwright,Jonathan,Mayhew,,,,1864-12-10,M,rep,NY,25,,Republican,,,,,,,,,,,,W000023,,,,,,411202,,,,9715,J. Mayhew Wainwright
Walcott,Frederic,Collin,,,,1869-02-19,M,sen,CT,,1,Republican,,,,,,,,,,,,W000032,,,,,,411211,,,,9724,Frederic C. Walcott
Walker,Lewis,Leavell,,,,1873-02-15,M,rep,KY,8,,Republican,,,,,,,,,,,,W000063,,,,,,411242,,,,9751,Lewis L. Walker
Watres,Laurence,Hawley,,,,1882-07-18,M,rep,PA,11,,Republican,,,,,,,,,,,,W000196,,,,,,411367,,,,9869,Laurence H. Watres
Weller,Royal,Hurlburt,,,,1881-07-02,M,rep,NY,-1,,Democrat,,,,,,,,,,,,W000277,,,,,,411442,,,,9937,Royal Hurlburt Weller
Whitehead,Joseph,,,,,1867-10-31,M,rep,VA,5,,Democrat,,,,,,,,,,,,W000400,,,,,,411560,,,,10051,Joseph Whitehead (Congressman)
Williams,Thomas,Sutler,,,,1872-02-14,M,rep,IL,24,,Republican,,,,,,,,,,,,W000542,,,,,,411698,,,,10184,Thomas Sutler Williams
Wingo,Otis,Theodore,,,,1877-06-18,M,rep,AR,4,,Democrat,,,,,,,,,,,,W000635,,,,,,411789,,,,10274,Otis Wingo
Wolverton,John,Marshall,,,,1872-01-31,M,rep,WV,3,,Republican,,,,,,,,,,,,W000684,,,,,,411836,,,,10315,John M. Wolverton
Zihlman,Frederick,Nicholas,,,,1879-10-02,M,rep,MD,6,,Republican,,,,,,,,,,,,Z000007,,,,,,412000,,,,10467,Frederick Nicholas Zihlman
Carey,Robert,Davis,,,,1878-08-12,M,sen,WY,,2,Republican,,,,,,,,,,,,C000146,,,,,,402295,,,,1503,Robert D. Carey
Morrow,Dwight,Whitney,,,,1873-01-11,M,sen,NJ,,2,Republican,,,,,,,,,,,,M001002,,,,,,407970,,,,6727,Dwight Morrow
Partridge,Frank,Charles,,,,1861-05-07,M,sen,VT,,1,Republican,,,,,,,,,,,,P000091,,,,,,408501,,,,7223,Frank C. Partridge
Williamson,Ben,Mitchell,,,,1864-10-16,M,sen,KY,,2,Democrat,,,,,,,,,,,,W000550,,,,,,411706,,,,10192,Ben M. Williamson
Ackerman,Ernest,Robinson,,,,1863-06-17,M,rep,NJ,5,,Republican,,,,,,,,,,,,A000021,,,,,,400683,,,,16,Ernest R. Ackerman
Adkins,Charles,,,,,1863-02-07,M,rep,IL,19,,Republican,,,,,,,,,,,,A000057,,,,,,400717,,,,48,Charles Adkins (politician)
Aldrich,Richard,Steere,,,,1884-02-29,M,rep,RI,2,,Republican,,,,,,,,,,,,A000084,,,,,,400743,,,,72,Richard S. Aldrich
Allen,John,Clayton,,,,1860-02-14,M,rep,IL,14,,Republican,,,,,,,,,,,,A000131,,,,,,400787,,,,114,John Clayton Allen
Arentz,Samuel,Shaw,,Ulysses,,1879-01-08,M,rep,NV,0,,Republican,,,,,,,,,,,,A000277,,,,,,400917,,,,228,Samuel S. Arentz
Aswell,James,Benjamin,,,,1869-12-23,M,rep,LA,8,,Democrat,,,,,,,,,,,,A000321,,,,,,400969,,,,276,James Benjamin Aswell
Bachmann,Carl,George,,,,1890-05-14,M,rep,WV,1,,Republican,,,,,,,,,,,,B000012,,,,,,401018,,,,321,Carl G. Bachmann
Baldrige,Howard,Malcolm,,,,1894-06-23,M,rep,NE,2,,Republican,,,,,,,,,,,,B000082,,,,,,401084,,,,378,Howard M. Baldrige
Barbour,Henry,Ellsworth,,,,1877-03-08,M,rep,CA,7,,Republican,,,,,,,,,,,,B000126,,,,,,401127,,,,419,Henry E. Barbour
Barton,William,Edward,,,,1868-04-11,M,rep,MO,16,,Democrat,,,,,,,,,,,,B000217,,,,,,401214,,,,499,William E. Barton
Beers,Edward,McMath,,,,1877-05-27,M,rep,PA,18,,Republican,,,,,,,,,,,,B000312,,,,,,401304,,,,581,Edward M. Beers
Biddle,Joseph,Franklin,,,,1871-09-14,M,rep,PA,18,,Republican,,,,,,,,,,,,B000442,,,,,,401428,,,,694,Joseph Franklin Biddle
Bohn,Frank,Probasco,,,,1866-07-14,M,rep,MI,11,,Republican,,,,,,,,,,,,B000596,,,,,,401564,,,,826,Frank P. Bohn
Brand,Charles,,,,,1871-11-01,M,rep,OH,7,,Republican,,,,,,,,,,,,B000766,,,,,,401725,,,,975,Charles Brand (Ohio politician)
Bratton,Sam,Gilbert,,,,1888-08-19,M,sen,NM,,2,Democrat,,,,,,,,,,,,B000774,,,,,,401733,,,,982,Sam G. Bratton
Burdick,Clark,,,,,1868-01-13,M,rep,RI,1,,Republican,,,,,,,,,,,,B001075,,,,,,402021,,,,1251,Clark Burdick
Burtness,Olger,Burton,,,,1884-03-14,M,rep,ND,1,,Republican,,,,,,,,,,,,B001146,,,,,,402089,,,,1314,Olger B. Burtness
Butler,Robert,Reyburn,,,,1881-09-24,M,rep,OR,2,,Republican,,,,,,,,,,,,B001187,,,,,,402129,,,,1347,Robert R. Butler
Cable,John,Levi,,,,1884-04-15,M,rep,OH,4,,Republican,,,,,,,,,,,,C000007,,,,,,402169,,,,1382,John L. Cable
Campbell,Ed,Hoyt,,,,1882-03-06,M,rep,IA,11,,Republican,,,,,,,,,,,,C000081,,,,,,402237,,,,1446,Ed H. Campbell
Campbell,Guy,Edgar,,,,1871-10-09,M,rep,PA,36,,Republican,,,,,,,,,,,,C000084,,,,,,402240,,,,1449,Guy E. Campbell
Canfield,Harry,Clifford,,,,1875-11-22,M,rep,IN,4,,Democrat,,,,,,,,,,,,C000114,,,,,,402266,,,,1477,Harry C. Canfield
Chase,James,Mitchell,,,,1891-12-19,M,rep,PA,23,,Republican,,,,,,,,,,,,C000328,,,,,,402469,,,,1668,J. Mitchell Chase
Chindblom,Carl,Richard,,,,1870-12-21,M,rep,IL,10,,Republican,,,,,,,,,,,,C000361,,,,,,402500,,,,1698,Carl R. Chindblom
Chiperfield,Burnett,Mitchell,,,,1870-06-14,M,rep,IL,15,,Republican,,,,,,,,,,,,C000364,,,,,,402503,,,,1701,Burnett M. Chiperfield
Christgau,Victor,Laurence August,,,,1894-09-20,M,rep,MN,1,,Republican,,,,,,,,,,,,C000378,,,,,,402517,,,,1713,Victor Christgau
Christopherson,Charles,Andrew,,,,1871-07-23,M,rep,SD,1,,Republican,,,,,,,,,,,,C000384,,,,,,402523,,,,1718,Charles A. Christopherson
Clague,Frank,,,,,1865-07-13,M,rep,MN,2,,Republican,,,,,,,,,,,,C000401,,,,,,402540,,,,1734,Frank Clague
Clancy,Robert,Henry,,,,1882-03-14,M,rep,MI,1,,Republican,,,,,,,,,,,,C000412,,,,,,402551,,,,1744,Robert H. Clancy
Cole,Cyrenus,,,,,1863-01-13,M,rep,IA,5,,Republican,,,,,,,,,,,,C000608,,,,,,402737,,,,1922,Cyrenus Cole
Collier,James,William,,,,1872-09-28,M,rep,MS,8,,Democrat,,,,,,,,,,,,C000630,,,,,,402759,,,,1942,James Collier (politician)
Colton,Don,Byron,,,,1876-09-15,M,rep,UT,1,,Republican,,,,,,,,,,,,C000652,,,,,,402780,,,,1958,Don B. Colton
Cooke,Edmund,Francis,,,,1885-04-13,M,rep,NY,41,,Republican,,,,,,,,,,,,C000730,,,,,,402852,,,,2028,Edmund F. Cooke
Coolidge,Marcus,Allen,,,,1865-10-06,M,sen,MA,,2,Democrat,,,,,,,,,,,,C000740,,,,,,402861,,,,2035,Marcus A. Coolidge
Cooper,Henry,Allen,,,,1850-09-08,M,rep,WI,-1,,Republican,,,,,,,,,,,,C000752,,,,,,402873,,,,2047,Henry Allen Cooper
Costigan,Edward,Prentiss,,,,1874-07-01,M,sen,CO,,2,Democrat,,,,,,,,,,,,C000797,,,,,,402916,,,,2083,Edward P. Costigan
Couzens,James,,,,,1872-08-26,M,sen,MI,,2,Republican,,,,,,,,,,,,C000812,,,,,,402931,,,,2095,James Couzens
Coyle,William,Radford,,,,1878-07-10,M,rep,PA,30,,Republican,,,,,,,,,,,,C000844,,,,,,402961,,,,2123,William R. Coyle
Crail,Joe,,,,,1877-12-25,M,rep,CA,10,,Republican,,,,,,,,,,,,C000864,,,,,,402979,,,,2140,Joe Crail
Crisp,Charles,Robert,,,,1870-10-19,M,rep,GA,3,,Democrat,,,,,,,,,,,,C000909,,,,,,403021,,,,2178,Charles R. Crisp
Curry,Charles,Forrest,Jr.,,,1893-08-13,M,rep,CA,3,,Republican,,,,,,,,,,,,C001001,,,,,,403108,,,,2262,Charles F. Curry Jr.
Dallinger,Frederick,William,,,,1871-10-02,M,rep,MA,8,,Republican,,,,,,,,,,,,D000012,,,,,,403155,,,,2306,Frederick W. Dallinger
Davenport,Frederick,Morgan,,,,1866-08-27,M,rep,NY,33,,Republican,,,,,,,,,,,,D000070,,,,,,403208,,,,2352,Frederick M. Davenport
Davis,Ewin,Lamar,,,,1876-02-05,M,rep,TN,5,,Democrat,,,,,,,,,,,,D000098,,,,,,403234,,,,2379,Ewin L. Davis
Davis,Robert,Lee,,,,1893-10-29,M,rep,PA,6,,Republican,,,,,,,,,,,,D000129,,,,,,403264,,,,2406,Robert Lee Davis
Dickinson,Lester,Jesse,,,,1873-10-29,M,sen,IA,,2,Republican,,,,,,,,,,,,D000323,,,,,,403443,,,,2575,L. J. Dickinson
Dominick,Frederick,Haskell,,,,1877-02-20,M,rep,SC,3,,Democrat,,,,,,,,,,,,D000408,,,,,,403521,,,,2651,Frederick H. Dominick
Douglas,Lewis,Williams,,,,1894-07-02,M,rep,AZ,0,,Democrat,,,,,,,,,,,,D000455,,,,,,403565,,,,2690,Lewis Williams Douglas
Drane,Herbert,Jackson,,,,1863-06-20,M,rep,FL,1,,Democrat,,,,,,,,,,,,D000486,,,,,,403594,,,,2717,Herbert J. Drane
Dyer,Leonidas,Carstarphen,,,,1871-06-11,M,rep,MO,12,,Republican,,,,,,,,,,,,D000591,,,,,,403694,,,,2807,Leonidas C. Dyer
Dávila,Félix,Córdova,,,,1878-11-20,M,rep,PR,0,,Unionist,,,,,,,,,,,,D000090,,,,,,403227,,,,,Félix Córdova Dávila
Eaton,William,Robb,,,,1877-12-17,M,rep,CO,1,,Republican,,,,,,,,,,,,E000027,,,,,,403722,,,,2831,William R. Eaton
Edwards,Charles,Gordon,,,,1878-07-02,M,rep,GA,1,,Democrat,,,,,,,,,,,,E000062,,,,,,403757,,,,2861,Charles G. Edwards
Erk,Edmund,Frederick,,,,1872-04-17,M,rep,PA,32,,Republican,,,,,,,,,,,,E000203,,,,,,403890,,,,2981,Edmund F. Erk
Eslick,Edward,Everett,,,,1872-04-19,M,rep,TN,7,,Democrat,,,,,,,,,,,,E000216,,,,,,403902,,,,2989,Edward E. Eslick
Eslick,Willa,McCord Blake,,,,1878-09-08,F,rep,TN,7,,Democrat,,,,,,,,,,,,E000217,,,,,,403903,,,,2990,Willa Blake Eslick
Estep,Harry,Allison,,,,1884-02-01,M,rep,PA,35,,Republican,,,,,,,,,,,,E000221,,,,,,403907,,,,2993,Harry A. Estep
Evans,John,Morgan,,,,1863-01-07,M,rep,MT,1,,Democrat,,,,,,,,,,,,E000247,,,,,,403930,,,,3013,John M. Evans
Finley,Charles,,,,,1865-03-26,M,rep,KY,11,,Republican,,,,,,,,,,,,F000130,,,,,,404085,,,,3152,Charles Finley (politician)
Fishburne,John,Wood,,,,1868-03-08,M,rep,VA,7,,Democrat,,,,,,,,,,,,F000143,,,,,,404098,,,,3163,John W. Fishburne
Flood,Joel,West,,,,1894-08-02,M,rep,VA,10,,Democrat,,,,,,,,,,,,F000211,,,,,,404166,,,,3226,Joel West Flood
Free,Arthur,Monroe,,,,1879-01-15,M,rep,CA,8,,Republican,,,,,,,,,,,,F000359,,,,,,404306,,,,3352,Arthur M. Free
Freeman,Richard,Patrick,,,,1869-04-24,M,rep,CT,2,,Republican,,,,,,,,,,,,F000366,,,,,,404312,,,,3359,Richard P. Freeman
French,Burton,Lee,,,,1875-08-01,M,rep,ID,1,,Republican,,,,,,,,,,,,F000375,,,,,,404320,,,,3367,Burton L. French
Fulbright,James,Franklin,,,,1877-01-24,M,rep,MO,14,,Democrat,,,,,,,,,,,,F000400,,,,,,404342,,,,3387,James F. Fulbright
Garber,Milton,Cline,,,,1867-11-30,M,rep,OK,8,,Republican,,,,,,,,,,,,G000046,,,,,,404421,,,,3458,Milton C. Garber
Garrett,Daniel,Edward,,,,1869-04-28,M,rep,TX,8,,Democrat,,,,,,,,,,,,G000081,,,,,,404453,,,,3489,Daniel E. Garrett
Gilbert,Ralph,Waldo Emerson,,,,1882-01-17,M,rep,KY,8,,Democrat,,,,,,,,,,,,G000177,,,,,,404543,,,,3577,Ralph Waldo Emerson Gilbert
Gillen,Courtland,Craig,,,,1880-07-03,M,rep,IN,5,,Democrat,,,,,,,,,,,,G000193,,,,,,404558,,,,3591,Courtland C. Gillen
Golder,Benjamin,Martin,,,,1891-12-23,M,rep,PA,4,,Republican,,,,,,,,,,,,G000259,,,,,,404621,,,,3650,Benjamin M. Golder
Goodwin,Godfrey,Gummer,,,,1873-01-11,M,rep,MN,10,,Republican,,,,,,,,,,,,G000299,,,,,,404658,,,,3684,Godfrey G. Goodwin
Gore,Thomas,Pryor,,,,1870-12-10,M,sen,OK,,2,Democrat,,,,,,,,,,,,G000323,,,,,,404681,,,,3706,Thomas Gore
Graham,George,Scott,,,,1850-09-13,M,rep,PA,2,,Republican,,,,,,,,,,,,G000354,,,,,,404709,,,,3732,George S. Graham
Granata,Peter,Charles,,,,1898-10-28,M,rep,IL,8,,Republican,,,,,,,,,,,,G000370,,,,,,404722,,,,3745,Peter C. Granata
Hadley,Lindley,Hoag,,,,1861-06-19,M,rep,WA,2,,Republican,,,,,,,,,,,,H000008,,,,,,404893,,,,3898,Lindley H. Hadley
Hale,Fletcher,,,,,1883-01-22,M,rep,NH,-1,,Republican,,,,,,,,,,,,H000030,,,,,,404915,,,,3918,Fletcher Hale
Hall,Homer,William,,,,1870-07-22,M,rep,IL,17,,Republican,,,,,,,,,,,,H000053,,,,,,404938,,,,3940,Homer W. Hall
Hall,Robert,Samuel,,,,1879-03-10,M,rep,MS,6,,Democrat,,,,,,,,,,,,H000069,,,,,,404953,,,,3954,Robert S. Hall
Hall,Thomas,,,,,1869-06-06,M,rep,ND,2,,Republican,,,,,,,,,,,,H000071,,,,,,404955,,,,3955,Thomas Hall (North Dakota politician)
Hardy,Guy,Urban,,,,1872-04-04,M,rep,CO,3,,Republican,,,,,,,,,,,,H000195,,,,,,405076,,,,4062,Guy U. Hardy
Harris,William,Julius,,,,1868-02-03,M,sen,GA,,2,Democrat,,,,,,,,,,,,H000259,,,,,,405136,,,,4120,William J. Harris
Hastings,Daniel,Oren,,,,1874-03-05,M,sen,DE,,2,Republican,,,,,,,,,,,,H000325,,,,,,405196,,,,4177,Daniel O. Hastings
Haugen,Gilbert,Nelson,,,,1859-04-21,M,rep,IA,4,,Republican,,,,,,,,,,,,H000350,,,,,,405219,,,,4195,Gilbert N. Haugen
Hawley,Willis,Chatman,,,,1864-05-05,M,rep,OR,1,,Republican,,,,,,,,,,,,H000379,,,,,,405247,,,,4222,Willis C. Hawley
Hoch,Homer,,,,,1879-07-04,M,rep,KS,4,,Republican,,,,,,,,,,,,H000669,,,,,,405523,,,,4476,Homer Hoch
Hogg,David,,,,,1886-08-21,M,rep,IN,12,,Republican,,,,,,,,,,,,H000702,,,,,,405555,,,,4505,David Hogg (American politician)
Hogg,Robert,Lynn,,,,1893-12-30,M,rep,WV,4,,Republican,,,,,,,,,,,,H000704,,,,,,405557,,,,4507,Robert L. Hogg
Holaday,William,Perry,,,,1882-12-14,M,rep,IL,18,,Republican,,,,,,,,,,,,H000708,,,,,,405561,,,,4510,William P. Holaday
Hopkins,David,William,,,,1897-10-31,M,rep,MO,4,,Republican,,,,,,,,,,,,H000772,,,,,,405622,,,,4566,David W. Hopkins
Horr,Ralph,Ashley,,,,1884-08-12,M,rep,WA,1,,Republican,,,,,,,,,,,,H000793,,,,,,405642,,,,4584,Ralph Horr
Houston,Robert,Griffith,,,,1867-10-13,M,rep,DE,0,,Republican,,,,,,,,,,,,H000826,,,,,,405673,,,,4614,Robert G. Houston
Houston,Victor,Stewart Kaleoaloha,,,,1876-07-22,M,rep,HI,-1,,Republican,,,,,,,,,,,,H000828,,,,,,405675,,,,,Victor S. K. Houston
Hull,Cordell,,,,,1871-10-02,M,sen,TN,,2,Democrat,,,,,,,,,,,,H000940,,,,,,405785,,,,4717,Cordell Hull
Hull,Morton,Denison,,,,1867-01-13,M,rep,IL,2,,Republican,,,,,,,,,,,,H000944,,,,,,405789,,,,4721,Morton D. Hull
Hull,William,Edgar,,,,1866-01-13,M,rep,IL,16,,Republican,,,,,,,,,,,,H000946,,,,,,405791,,,,4723,William E. Hull
Igoe,James,Thomas,,,,1883-10-23,M,rep,IL,6,,Democrat,,,,,,,,,,,,I000003,,,,,,405865,,,,4792,James T. Igoe
Johnson,Albert,,,,,1869-03-05,M,rep,WA,3,,Republican,,,,,,,,,,,,J000114,,,,,,406015,,,,4939,Albert Johnson (congressman)
Johnson,Robert,Davis,,,,1883-08-12,M,rep,MO,7,,Democrat,,,,,,,,,,,,J000171,,,,,,406068,,,,4989,Robert D. Johnson
Johnson,Royal,Cleaves,,,,1882-10-03,M,rep,SD,2,,Republican,,,,,,,,,,,,J000173,,,,,,406070,,,,4991,Royal C. Johnson
Johnson,William,Richard,,,,1875-05-15,M,rep,IL,13,,Republican,,,,,,,,,,,,J000181,,,,,,406076,,,,4997,William Richard Johnson
Kading,Charles,August,,,,1874-01-14,M,rep,WI,2,,Republican,,,,,,,,,,,,K000001,,,,,,406175,,,,5088,Charles A. Kading
Karch,Charles,Adam,,,,1875-03-17,M,rep,IL,22,,Democrat,,,,,,,,,,,,K000010,,,,,,406182,,,,5095,Charles A. Karch
Kendall,Samuel,Austin,,,,1859-11-01,M,rep,PA,24,,Republican,,,,,,,,,,,,K000097,,,,,,406265,,,,5171,Samuel A. Kendall
Ketcham,John,Clark,,,,1873-01-01,M,rep,MI,4,,Republican,,,,,,,,,,,,K000151,,,,,,406315,,,,5218,John C. Ketcham
Keyes,Henry,Wilder,,,,1863-05-23,M,sen,NH,,2,Republican,,,,,,,,,,,,K000161,,,,,,406325,,,,5227,Henry W. Keyes
Kopp,William,Frederick,,,,1869-06-20,M,rep,IA,1,,Republican,,,,,,,,,,,,K000314,,,,,,406468,,,,5358,William F. Kopp
Kunz,Stanley,Henry,,,,1864-09-26,M,rep,IL,8,,Democrat,,,,,,,,,,,,K000342,,,,,,406495,,,,5378,Stanley H. Kunz
La Guardia,Fiorello,Henry,,,,1882-12-11,M,rep,NY,20,,Republican,,,,,,,,,,,,L000007,,,,,,406517,,,,5406,Fiorello La Guardia
Lankford,Menalcus,,,,,1883-03-14,M,rep,VA,2,,Republican,,,,,,,,,,,,L000080,,,,,,406589,,,,5462,Menalcus Lankford
Lankford,William,Chester,,,,1877-12-07,M,rep,GA,11,,Democrat,,,,,,,,,,,,L000082,,,,,,406591,,,,5464,William C. Lankford
Larsen,William,Washington,,,,1871-08-12,M,rep,GA,12,,Democrat,,,,,,,,,,,,L000103,,,,,,406610,,,,5482,William Washington Larsen
Leavitt,Scott,,,,,1879-06-16,M,rep,MT,2,,Republican,,,,,,,,,,,,L000184,,,,,,406686,,,,5548,Scott Leavitt
Leech,James,Russell,,,,1888-11-19,M,rep,PA,20,,Republican,,,,,,,,,,,,L000209,,,,,,406712,,,,5573,J. Russell Leech
Lichtenwalner,Norton,Lewis,,,,1889-06-01,M,rep,PA,14,,Democrat,,,,,,,,,,,,L000300,,,,,,406795,,,,5655,Norton Lichtenwalner
Linthicum,John,Charles,,,,1867-11-26,M,rep,MD,4,,Democrat,,,,,,,,,,,,L000340,,,,,,406833,,,,5691,J. Charles Linthicum
Longworth,Nicholas,,,,,1869-11-05,M,rep,OH,1,,Republican,,,,,,,,,,,,L000433,,,,,,406924,,,,5770,Nicholas Longworth
Loofbourow,Frederick,Charles,,,,1874-02-08,M,rep,UT,2,,Republican,,,,,,,,,,,,L000435,,,,,,406926,,,,5772,Frederick C. Loofbourow
Lovette,Oscar,Byrd,,,,1871-12-20,M,rep,TN,1,,Republican,,,,,,,,,,,,L000467,,,,,,406956,,,,5802,Oscar Lovette
Magrady,Frederick,William,,,,1863-11-24,M,rep,PA,17,,Republican,,,,,,,,,,,,M000055,,,,,,407083,,,,5915,Frederick W. Magrady
Major,Samuel,Collier,,,,1869-07-02,M,rep,MO,-1,,Democrat,,,,,,,,,,,,M000074,,,,,,407102,,,,5933,Samuel C. Major
Manlove,Joe,Jonathan,,,,1876-10-01,M,rep,MO,15,,Republican,,,,,,,,,,,,M000098,,,,,,407122,,,,5954,Joe J. Manlove
McClintock,Charles,Blaine,,,,1886-05-25,M,rep,OH,16,,Republican,,,,,,,,,,,,M000339,,,,,,407348,,,,6159,Charles B. McClintock
McLaughlin,James,Campbell,,,,1858-01-26,M,rep,MI,9,,Republican,,,,,,,,,,,,M000539,,,,,,407531,,,,6327,James C. McLaughlin
Metcalf,Jesse,Houghton,,,,1860-11-16,M,sen,RI,,2,Republican,,,,,,,,,,,,M000670,,,,,,407655,,,,6441,Jesse H. Metcalf
Mobley,William,Carlton,,,,1906-12-07,M,rep,GA,6,,Democrat,,,,,,,,,,,,M000835,,,,,,407809,,,,6578,Carlton Mobley
Mooney,Charles,Anthony,,,,1879-01-05,M,rep,OH,20,,Democrat,,,,,,,,,,,,M000887,,,,,,407859,,,,6621,Charles A. Mooney
Moore,Charles,Ellis,,,,1884-01-03,M,rep,OH,15,,Republican,,,,,,,,,,,,M000894,,,,,,407866,,,,6628,C. Ellis Moore
Moore,John,William,,,,1877-06-09,M,rep,KY,3,,Democrat,,,,,,,,,,,,M000905,,,,,,407877,,,,6639,John William Moore
Mouser,Grant,Earl,Jr.,,,1895-02-20,M,rep,OH,8,,Republican,,,,,,,,,,,,M001049,,,,,,408016,,,,6769,Grant E. Mouser Jr.
Murphy,Benjamin,Franklin,,,,1867-12-24,M,rep,OH,18,,Republican,,,,,,,,,,,,M001089,,,,,,408053,,,,6805,B. Frank Murphy
Nelson,John,Edward,,,,1874-07-12,M,rep,ME,3,,Republican,,,,,,,,,,,,N000038,,,,,,408128,,,,6868,John E. Nelson (Maine politician)
Nelson,John,Mandt,,,,1870-10-10,M,rep,WI,3,,Republican,,,,,,,,,,,,N000039,,,,,,408129,,,,6869,John M. Nelson
Niedringhaus,Henry,Frederick,,,,1864-12-15,M,rep,MO,10,,Republican,,,,,,,,,,,,N000105,,,,,,408189,,,,6929,Henry F. Niedringhaus
Nolan,William,Ignatius,,,,1874-05-14,M,rep,MN,5,,Republican,,,,,,,,,,,,N000128,,,,,,408212,,,,6950,William I. Nolan
Norton,John,Nathaniel,,,,1878-05-12,M,rep,NE,4,,Democrat,,,,,,,,,,,,N000152,,,,,,408234,,,,6971,John N. Norton
