bioguide,thomas,govtrack,id,address,building,city,fax,hours,phone,state,suite,zip,latitude,longitude
F000062,01332,300043,F000062-san_diego,880 Front St.,,San Diego,619-231-1108,9AM-5PM,619-231-9712,CA,Suite 4236,92101,32.7143481,-117.1647085
F000062,01332,300043,F000062-san_francisco,One Post Street,,San Francisco,415-393-0710,9AM-5PM,415-393-0707,CA,Suite 2450,94104,37.7887748,-122.4026656
F000449,01793,400640,F000449-fremont,641 N. Broad St.,,Fremont,,,402-727-0888,NE,,68026,41.43559459999999,-96.49880739999999
F000449,01793,400640,F000449-lincoln,301 S. 13th St.,,Lincoln,402-438-1604,,402-438-1598,NE,Suite 100,68508,40.8108404,-96.7033345
F000449,01793,400640,F000449-norfolk,506 W. Madison Ave.,,Norfolk,,,402-379-2064,NE,Suite 2,68701,42.0317036,-97.4144702
F000450,01791,400643,F000450-boone,400 Shadowline Dr.,,Boone,828-265-0390,Mon-Fri 9am-5pm,828-265-0240,NC,Suite 205,28607,36.2033658,-81.65849589999999
F000450,01791,400643,F000450-clemmons,3540 Clemmons Rd.,,Clemmons,336-778-2290,"Monday - Friday, 9am - 5pm",336-778-0211,NC,Suite 125,27012,36.0225285,-80.3758084
F000454,01888,412257,F000454-aurora,2711 E. New York St.,,Aurora,,M-F 9-5:00 PM,630-585-7672,IL,Suite 204,60502,41.758276,-88.249771
F000454,01888,412257,F000454-joliet,195 Springfield Ave.,,Joliet,,M-F 9-5:00 PM,815-280-5876,IL,Suite 102,60435,41.52538759999999,-88.1380854
F000455,01895,412327,F000455-akron,1225 Lawton St.,,Akron,330-835-4863,,330-835-4758,OH,,44320,41.080905,-81.565018
F000455,01895,412327,F000455-warrensville_heights,4834 Richmond Rd.,,Warrensville Heights,216-522-4908,,216-522-4900,OH,Suite 150,44128,41.4286825,-81.4985324
F000459,02061,412476,F000459-athens,6 E. Madison Ave.,,Athens,423-745-6025,Monday-Friday 9:00AM-5:00PM,423-745-4671,TN,,37303,35.441192,-84.594681
F000459,02061,412476,F000459-chattanooga,900 Georgia Ave.,,Chattanooga,423-756-6613,Monday-Friday 9:00AM-5:00PM,423-756-2342,TN,Suite 126,37402,35.0450875,-85.3082146
F000459,02061,412476,F000459-oak_ridge,200 Administration Rd.,,Oak Ridge,865-576-3221,Monday-Friday 9:00AM-5:00PM,865-576-1976,TN,Suite 100,37830,36.02409,-84.23490799999999
F000461,02065,412480,F000461-austin,14205 Burnet Rd,,Austin,512-373-3511,,512-373-3378,TX,Suite 230,78728,30.4436527,-97.69572099999999
F000461,02065,412480,F000461-bryan,3000 Briarcrest Dr.,,Bryan,979-703-8845,,979-703-4037,TX,Suite 406,77802,30.6609467,-96.328648
F000461,02065,412480,F000461-waco,400 Austin Ave.,,Waco,254-732-1755,,254-732-0748,TX,Suite 302,76701,31.5572533,-97.130924
F000462,02119,412529,F000462-boca_raton,2500 N. Military Trl.,,Boca Raton,561-998-9048,,561-998-9045,FL,Suite 490,33431,26.3730924,-80.1203093
F000463,02179,412556,F000463-kearney,20 W. 23rd St.,,Kearney,308-234-3684,,308-234-2361,NE,,68847,40.6986843,-99.0819184
F000463,02179,412556,F000463-lincoln,440 N. 8th St.,,Lincoln,402-476-8753,,402-441-4600,NE,Suite 120,68508,40.8177383,-96.7095183
F000463,02179,412556,F000463-omaha,11819 Miracle Hills Drive,,Omaha,402-391-4725,,402-391-3411,NE,Suite 205,68154,41.26733180000001,-96.0980857
F000463,02179,412556,F000463-scottsbluff,120 East 16th St.,,Scottsbluff,308-630-2321,,308-630-2329,NE,Suite 203,69361,41.8680501,-103.6483008
F000465,,412700,F000465-newnan,1601 E Hwy 34,,Newnan,,,770-683-2033,GA,Suite B,30265,33.3996108,-84.72636159999999
F000466,,412721,F000466-langhorne,1717 Langhorne-Newtown Rd.,,Langhorne,215-579-8109,,215-579-8102,PA,Suite 400,19047,40.2162341,-74.9308492
G000359,00452,300047,G000359-columbia,508 Hampton St.,,Columbia,803-933-0957,,803-933-0112,SC,Suite 202,29201,34.0016459,-81.0461408
G000359,00452,300047,G000359-florence,401 W. Evans St.,McMillan Federal Building,Florence,843-669-9015,,843-669-1505,SC,Suite 111,29501,34.1974074,-79.7733804
G000359,00452,300047,G000359-greenville,130 S. Main St.,,Greenville,864-250-4322,,864-250-1417,SC,7th Floor,29601,34.84875359999999,-82.4004437
G000359,00452,300047,G000359-mt__pleasant,530 Johnnie Dodds Blvd.,,Mt. Pleasant,843-971-3669,,843-849-3887,SC,Suite 202,29464,32.8060149,-79.88793369999999
G000359,00452,300047,G000359-pendleton,124 Exchange St.,,Pendleton,864-646-8609,,864-646-4090,SC,Suite A,29670,34.65072,-82.782997
G000359,00452,300047,G000359-rock_hill,235 E. Main St.,,Rock Hill,803-366-5353,,803-366-2828,SC,Suite 100,29730,34.9245162,-81.0247705
G000377,01487,400157,G000377-fort_worth,1701 River Run Rd.,,Fort Worth,817-335-5852,M-F 8:30AM - 5:00PM,817-338-0909,TX,Suite 407,76107,32.7270777,-97.3597301
G000386,00457,300048,G000386-cedar_rapids,111 7th Ave. SE,,Cedar Rapids,319-363-7179,,319-363-6832,IA,Suite 6800,52401,41.9731139,-91.6645212
G000386,00457,300048,G000386-council_bluffs,8 S. 6th St.,Federal Building,Council Bluffs,712-322-7196,,712-322-7103,IA,307,51501,41.2608863,-95.8525576
G000386,00457,300048,G000386-davenport,201 W. 2nd St.,,Davenport,563-322-8552,,563-322-4331,IA,Suite 720,52801,41.5213296,-90.5758645
G000386,00457,300048,G000386-des_moines,210 Walnut St.,Federal Building,Des Moines,515-288-5097,,515-288-1145,IA,721,50309,41.5864152,-93.62015319999999
G000386,00457,300048,G000386-sioux_city,320 6th St.,Federal Building,Sioux City,712-233-1634,,712-233-1860,IA,120,51101,42.4963261,-96.40758369999999
G000386,00457,300048,G000386-waterloo,531 Commercial St.,Waterloo Building,Waterloo,319-232-9965,,319-232-6657,IA,210,50701,42.4953784,-92.339384
G000546,01656,400158,G000546-hannibal,906 Broadway,,Hannibal,,By Appointment,573-221-3400,MO,,63401,39.7065377,-91.36431680000001
G000546,01656,400158,G000546-kansas_city,11724 NW Plaza Circle,,Kansas City,816-792-0694,,816-792-3976,MO,Suite 900,64153,39.3060799,-94.68496599999999
G000546,01656,400158,G000546-st__joseph,411 Jules St.,,St. Joseph,816-749-0801,,816-749-0800,MO,Room 111,64501,39.7685973,-94.8548563
G000551,01708,400162,G000551-avondale,1412 N. Central Ave.,,Avondale,623-535-7479,,623-536-3388,AZ,Suite B,85323,33.4487419,-112.3501093
G000551,01708,400162,G000551-somerton,146 N. State Ave.,,Somerton,928-343-7949,,928-343-7933,AZ,,85350,32.5960917,-114.7109846
G000551,01708,400162,G000551-tucson,101 W. Irvington Road,El Pueblo Community Center,Tucson,520-622-0198,,520-622-6788,AZ,Buildings 4 and 5,85714,32.163554,-110.969568
G000552,01801,400651,G000552-longview,101 E. Methvin,,Longview,903-561-7110,,903-236-8597,TX,Suite 302,75601,32.4970151,-94.73894650000001
G000552,01801,400651,G000552-lufkin,300 E. Shepherd,,Lufkin,903-561-7110,,936-632-3180,TX,Suite 210,75901,31.3368848,-94.7268845
G000552,01801,400651,G000552-marshall,102 W. Houston St.,,Marshall,903-561-7110,,903-938-8386,TX,,75670,32.5447093,-94.36734899999999
G000552,01801,400651,G000552-nacogdoches,101 W. Main,,Nacogdoches,903-561-7110,,936-715-9514,TX,Suite 160,75961,31.6036806,-94.6565524
G000552,01801,400651,G000552-tyler,1121 ESE Loop 323,,Tyler,903-561-7110,,903-561-6349,TX,Suite 206,75701,32.3031236,-95.28684349999999
G000553,01803,400653,G000553-houston,3003 South Loop West,,Houston,713-383-9202,M-F 9AM-5PM CST,713-383-9234,TX,Suite 460,77054,29.6765115,-95.4252617
G000555,01866,412223,G000555-albany,11A Clinton Avenue,Leo W. O’Brien Federal Office Building,Albany,518-431-0128,,518-431-0120,NY,Room 821,12207,42.655222,-73.7492819
G000555,01866,412223,G000555-buffalo,726 Exchange St.,Larkin At Exchange,Buffalo,716-854-9731,,716-854-9725,NY,Suite 511,14210,42.8747911,-78.851165
G000555,01866,412223,G000555-lowville,PO Box 273,,Lowville,315-376-6118,,315-376-6118,NY,,13367,,
G000555,01866,412223,G000555-mahopac,PO Box 893,,Mahopac,845-875-9099,,845-875-4585,NY,,10541,,
G000555,01866,412223,G000555-new_york,780 Third Ave.,,New York,866-824-6340,,212-688-6262,NY,Suite 2601,10017,40.7550353,-73.97185879999999
G000555,01866,412223,G000555-melville,155 Pinelawn Rd.,,Melville,631-249-2847,,631-249-2825,NY,Suite 250 North,11747,40.7707877,-73.41024759999999
G000555,01866,412223,G000555-rochester,100 State St.,Kenneth B. Keating Federal Office Building,Rochester,585-263-6247,,585-263-6250,NY,Room 4195,14614,43.1576631,-77.613515
G000555,01866,412223,G000555-syracuse,100 S. Clinton St.,James M. Hanley Federal Building,Syracuse,315-448-0476,,315-448-0470,NY,Room 1470,13261,43.0501042,-76.1543204
G000558,01922,412278,G000558-bowling_green,996 Wilkinson Trce.,,Bowling Green,270-842-9081,,270-842-9896,KY,Suite B2,42103,36.9671412,-86.4282633
G000558,01922,412278,G000558-owensboro,2200 Airport Rd.,,Owensboro,,,,KY,,42301,37.7493662,-87.1617598
G000558,01922,412278,G000558-radcliff,411 W. Lincoln Trail Blvd.,,Radcliff,,,,KY,,40160,37.8379989,-85.9440374
G000559,01973,412382,G000559-davis,412 G St.,,Davis,530-753-5614,Mon-Fri 9AM-5PM,530-753-5301,CA,,95616,38.5466673,-121.7395708
G000559,01973,412382,G000559-fairfield,1261 Travis Blvd.,,Fairfield,707-438-0523,M-F 9AM-5PM PT,707-438-1822,CA,Suite 130,94533,38.2576953,-122.0494716
G000559,01973,412382,G000559-yuba_city,795 Plumas St.,,Yuba City,530-763-4248,By appointment only,530-329-8865,CA,,95991,39.1396913,-121.6173255
G000560,01979,412388,G000560-dalton,702 S. Thornton Ave.,,Dalton,706-278-0840,,706-226-5320,GA,,30720,34.7627274,-84.9720332
G000560,01979,412388,G000560-rome,600 E. First St.,,Rome,706-232-7864,,706-290-1776,GA,Suite 301,30161,34.2553159,-85.1670568
G000562,01998,412406,G000562-colorado_springs,102 S. Tejon St.,,Colorado Springs,202-228-7176,,719-632-6706,CO,Suite 930,80903,38.83199949999999,-104.8240571
G000562,01998,412406,G000562-denver,721 19th St.,,Denver,202-228-7171,,303-391-5777,CO,Suite 150,80202,39.7485943,-104.9908558
G000562,01998,412406,G000562-durango,329 S. Camino Del Rio,,Durango,970-259-4276,,970-259-1231,CO,Suite I,81303,37.2508296,-107.880109
G000562,01998,412406,G000562-fort_collins,2001 S. Shields St.,"Building H, Suite 104",Fort Collins,,,970-484-3502,CO,,80526,40.5607326,-105.0969106
G000562,01998,412406,G000562-grand_junction,400 Rood Ave.,Federal Bldg.,Grand Junction,202-228-7173,,970-245-9553,CO,Suite 220,81501,39.06856490000001,-108.5657085
G000562,01998,412406,G000562-greeley,801 8th St.,,Greeley,202-228-7172,,970-352-5546,CO,Suite 140A,80631,40.425174,-104.6910459
G000562,01998,412406,G000562-pueblo,503 N. Main St.,,Pueblo,202-228-7174,,719-543-1324,CO,Suite 426,81003,38.27203069999999,-104.60937
G000562,01998,412406,G000562-yuma,529 N. Albany St.,,Yuma,202-228-7175,,970-848-3095,CO,Suite 1220,80759,40.1304123,-102.7221695
G000563,02049,412463,G000563-ashland,110 Cottage St.,,Ashland,419-207-0655,Monday to Friday  9AM to 5PM,419-207-0650,OH,,44805,40.86905120000001,-82.31826099999999
G000563,02049,412463,G000563-canton,110 Central Plaza South,,Canton,,Monday to Friday  By Appointment Only,330-737-1631,OH,,44702,40.797956,-81.37428899999999
G000565,01992,412397,G000565-kingman,220 N. 4th St.,,Kingman,,,,AZ,,86401,35.1904088,-114.0525545
G000565,01992,412397,G000565-gold_canyon,6499 S. Kings Ranch Rd.,,Gold Canyon,,,480-882-2697,AZ,#4,85118,33.3557193,-111.4526421
G000565,01992,412397,G000565-prescott,122 N. Cortez St.,,Prescott,,,928-445-1683,AZ,Suite 104,86301,34.5427185,-112.4690897
G000568,02070,412485,G000568-abingdon,323 W. Main St.,,Abingdon,276-525-1444,,276-525-1405,VA,,24210,36.7086253,-81.98113049999999
G000568,02070,412485,G000568-big_stone_gap,322 E. Wood Ave,Federal Courthouse,Big Stone Gap,,By Appointment Only,276-525-1405,VA,,24219,36.8667619,-82.77537319999999
G000568,02070,412485,G000568-christiansburg,17 W. Main St.,,Christiansburg,540-381-5675,,540-381-5671,VA,,24073,37.1296267,-80.4095978
G000571,02122,412532,G000571-honolulu,300 Ala Moana Blvd.,,Honolulu,808-538-0233,,808-541-1986,HI,Rm. 5-104,96850,21.3036893,-157.862353
G000574,02226,412612,G000574-phoenix,411 N. Central Ave.,,Phoenix,602-257-9103,,602-256-0551,AZ,Suite 150,85004,33.452957,-112.0734511
G000576,02276,412661,G000576-fond_du_lac,24 W. Pioneer Rd.,,Fond du Lac,,,920-907-0624,WI,,54935,43.7522376,-88.4509945
G000577,02245,412631,G000577-baton_rouge,2351 Energy Dr.,,Baton Rouge,225-442-1736,,225-442-1731,LA,Suite 1200,70808,30.4265187,-91.1316524
G000577,02245,412631,G000577-livingston,29261 Frost Rd.,Livingston Parish Government Building,Livingston,225-442-1736,,225-686-4413,LA,2nd Floor,70754,30.48302409999999,-90.7486419
G000577,02245,412631,G000577-thibodaux,908 E. 1st St.,"NSU Campus, Candies Hall",Thibodaux,225-442-1736,,985-448-4103,LA,Suite 405,70301,29.795623,-90.8011997
G000578,,412690,G000578-fort_walton_beach,"1170 Martin Luther King, Jr. Blvd.",Building 4,Fort Walton Beach,,Call for an appointment,850-479-1183,FL,Room 454,32547,30.4533965,-86.6552739
G000578,,412690,G000578-pensacola,226 S Palafox Place,,Pensacola,,9am-4pm,850-479-1183,FL,6th Floor,32502,30.4670273,-87.2032093
G000579,,412731,G000579-appleton,333 W. College Ave.,,Appleton,,,920-903-9806,WI,,54911,44.2614778,-88.4094435
G000579,,412731,G000579-green_bay,1915 S. Webster Ave.,,Green Bay,920-301-4500,,920-301-4500,WI,Suite D,54301,44.4852063,-88.0222079
G000581,,412725,G000581-benavides,131 W. Main St.,,Benavides,,Wednesday 9-12 and 1-5 CT,888-217-0261,TX,,78341,27.5968913,-98.4176561
G000581,,412725,G000581-edinburg,2864 W. Trenton Rd.,,Edinburg,,9am-6pm CT,956-682-5545,TX,,78539,26.2658508,-98.20102790000001
G000581,,412725,G000581-san_diego,404 S. Mier St.,,San Diego,,Monday 9-12 & 1-5 CT,888-217-0261,TX,,78384,27.7605991,-98.2413715
G000581,,412725,G000581-falfurrias,217 E. Miller St.,,Falfurrias,,Tuesday 9 a.m.- 12 p.m. & 1 p.m.-5 p.m. CT,361-209-3027,TX,Suite 200,78355,27.2260914,-98.1424972
G000582,,412723,G000582-san_juan,P.O. Box 9023958,,San Juan,787-729-6824,,787-723-6333,PR,,00902-3958,,
G000583,,412714,G000583-glen_rock,65 Harristown Rd.,,Glen Rock,,9AM-5PM,201-389-1100,NJ,Suite 104,07452,40.9506625,-74.143801
G000583,,412714,G000583-newton,93 Spring St.,,Newton,,"M,W,F 9AM-5PM",973-940-1117,NJ,Suite 408,07860,41.0581593,-74.7544134
G000583,,412714,G000583-ringwood,60 Margaret King Ave.,,Ringwood,,TH 1PM-4:30PM,973-814-4076,NJ,,07456,41.129452,-74.2672991
G000583,,412714,G000583-washington,100 Belvidere Ave,,Washington,,TH 9AM-1PM,973-814-4076,NJ,,07882,40.7599515,-74.9823375
G000583,,412714,G000583-hackensack,65 Central Ave,,Hackensack,,W 12-4PM,973-814-4076,NJ,,07601,40.8857964,-74.046227
G000583,,412714,G000583-vernon_township,21 Church St.,,Vernon Township,,T 9AM-1PM,973-814-4076,NJ,,07462,41.2025042,-74.4855857
H000324,00511,400170,H000324-fort_lauderdale,2701 W. Oakland Park Blvd.,,Fort Lauderdale,954-735-9444,,954-733-2800,FL,Suite 200,33311,26.165965,-80.1797155
H000324,00511,400170,H000324-mangonia_park,1755 E. Tiffany Dr.,Town of Mangonia Park Municipal Center,Mangonia Park,,,561-469-7048,FL,,33407,26.7555179,-80.081968
H000874,00566,400189,H000874-greenbelt,6500 Cherrywood Ln.,U.S. District Courthouse,Greenbelt,301-474-4697,Mon-Fri 9am-5pm,301-474-0119,MD,Suite 310,20770,39.0089504,-76.8952351
H000874,00566,400189,H000874-white_plains,4475 Regency Pl.,,White Plains,301-843-1331,Mon-Fri 9am-5pm,301-843-1577,MD,Suite 203,20695,38.5923982,-76.9415779
H001038,01794,400641,H001038-buffalo,726 Exchange St.,Larkin at Exchange,Buffalo,716-852-3929,,716-852-3501,NY,Suite 601,14210,42.8747911,-78.851165
H001038,01794,400641,H001038-niagara_falls,800 Main St.,,Niagara Falls,716-282-2479,,716-282-1274,NY,Suite 3C,14301,43.09677019999999,-79.0554227
H001042,01844,412200,H001042-honolulu,300 Ala Moana Blvd.,Prince Kuhio Federal Building,Honolulu,808-545-4683,,808-522-8970,HI,Rm. 3-106,96850,21.3036893,-157.862353
H001046,01937,412281,H001046-albuquerque,400 Gold Ave. SW,,Albuquerque,505-346-6780,,505-346-6601,NM,Suite 1080,87102,35.0833514,-106.6521937
H001046,01937,412281,H001046-farmington,7450 E. Main St.,,Farmington,505-325-6035,,505-325-5030,NM,Suite A,87402,36.7863602,-108.1112628
H001046,01937,412281,H001046-las_cruces,505 S. Main St.,Loretto Towne Center,Las Cruces,575-523-6584,,575-523-6561,NM,Suite 148,88001,32.3041597,-106.7758242
H001046,01937,412281,H001046-roswell,200 E. 4th St.,,Roswell,575-622-3538,,575-622-7113,NM,Suite 300,88201,33.39647,-104.521106
H001046,01937,412281,H001046-santa_fe,123 E. Marcy St.,,Santa Fe,505-992-8435,,505-988-6647,NM,Suite 103,87501,35.6889043,-105.9354058
H001047,01913,412282,H001047-bridgeport,211 State St.,,Bridgeport,203-333-6655,M - F 9:00 am to 5:00 pm,203-333-6600,CT,2nd Floor,06604,41.1763593,-73.1898756
H001047,01913,412282,H001047-stamford,888 Washington Blvd.,,Stamford,203-323-1793,Mon-Fri 9:00 am to 5:00 pm,203-353-9400,CT,10th Floor,06901,41.0514745,-73.5428955
H001048,01909,412283,H001048-el_cajon,1611 N. Magnolia Ave.,,El Cajon,619-449-2251,M-F 9am-5pm,619-448-5201,CA,Suite 310,92020,32.820926,-116.9614599
H001048,01909,412283,H001048-temecula,41000 Main St.,,Temecula,,"Tues, Wed, Thurs, 10am-3pm",951-695-5108,CA,,92590,33.4941712,-117.1470449
H001052,02026,412434,H001052-bel_air,15 E. Churchville Rd.,,Bel Air,410-588-5673,By appointment only,410-588-5670,MD,Suite 102B,21014,39.535151,-76.34646289999999
H001052,02026,412434,H001052-chester,100 Olde Point Village,KENT ISLAND OFFICE,Chester,410-643-5429,By appointment only,410-643-5425,MD,Suite 101,21619,38.975324,-76.28993
H001052,02026,412434,H001052-salisbury,100 E. Main St.,,Salisbury,443-944-8625,By appointment only,443-944-8624,MD,Suite 702,21801,38.3652997,-75.600858
H001053,02032,412444,H001053-columbia,2415 Carter Ln.,,Columbia,573-442-9309,,573-442-9311,MO,Suite 4,65201,38.9230515,-92.3365352
H001053,02032,412444,H001053-harrisonville,1909 N. Commercial St.,,Harrisonville,816-884-3163,,816-884-3411,MO,,64701,38.6630256,-94.36446319999999
H001053,02032,412444,H001053-lebanon,219 N. Adams St.,,Lebanon,417-532-3886,,417-532-5582,MO,,65536,37.6821821,-92.6645922
H001056,02071,412486,H001056-chehalis,350 N. Market Blvd.,Chehalis City Hall Building,Chehalis,,Tuesdays from 11:30am - 1:00pm,,WA,,98532,46.6639928,-122.9672327
H001056,02071,412486,H001056-vancouver,750 Anderson St.,O.O. Howard House (Officers' Row),Vancouver,360-695-6197,,360-695-6292,WA,Suite B,98661,45.6281298,-122.6643142
H001058,02028,412437,H001058-grand_haven,1 S. Harbor Ave.,,Grand Haven,616-570-0934,,616-414-5516,MI,Suite 6B,49417,43.0647606,-86.23465929999999
H001058,02028,412437,H001058-grandville,4555 Wilson Ave. SW,,Grandville,616-570-0934,,616-570-0917,MI,Suite 3,49418,42.881882,-85.763622
H001061,02079,412494,H001061-bismarck,220 E. Rosser Ave.,U.S. Federal Building,Bismarck,701-250-4484,,701-250-4618,ND,Room 312,58501,46.80901129999999,-100.7882597
H001061,02079,412494,H001061-fargo,123 Broadway North,,Fargo,202-228-5112,,701-239-5389,ND,Suite 201,58102,46.8778235,-96.7894805
H001061,02079,412494,H001061-grand_forks,102 N. Fourth St.,Federal Building,Grand Forks,,,701-746-8972,ND,Room 108,58203,47.9255358,-97.03273929999999
H001061,02079,412494,H001061-minot,100 1st St. SW,,Minot,701-838-1381,,701-838-1361,ND,Suite 107,58701,48.2351551,-101.2950057
H001064,02170,412584,H001064-lacey,420 College St. SE,Lacey City Hall,Lacey,,M-F 8-5:00pm PST,360-459-8514,WA,Suite 3000,98503,47.04487049999999,-122.8223848
H001064,02170,412584,H001064-lakewood,6000 Main St. SW,,Lakewood,,call first to make an appointment,253-533-8332,WA,Suite 3B,98499,47.1615029,-122.51552
H001065,02143,412553,H001065-raleigh,6404 Falls of Neuse Rd.,,Raleigh,919-782-4490,Mon - Fri: 8:30 to 5:30 pm,919-782-4400,NC,Suite 103,27615,35.8702107,-78.6230659
H001067,02140,412550,H001067-concord,"325 Mcgill Ave, NW",,Concord,704-782-1004,M-F 8:30-5:30pm,704-786-1612,NC,Suite 500,28027,35.4150032,-80.6027893
H001067,02140,412550,H001067-fayetteville,225 Green Street,,Fayetteville,910-817-7202,Mon-Fri 8:30am-5:30pm,910-997-2070,NC,Suite 202,28301,35.054944,-78.877151
H001067,02140,412550,H001067-pinehurst,3395 Airport Road,,Pinehurst,,Tues and Thurs 8:30am-5:30pm and by appointment,910-246-5374,NC,Suite 105,28374,35.219259,-79.405317
H001068,02101,412511,H001068-eureka,317 Third St.,,Eureka,707-407-3559,,707-407-3585,CA,Suite 1,95501,40.8035929,-124.1682054
H001068,02101,412511,H001068-fort_bragg,430 N. Franklin St.,,Fort Bragg,707-962-0905,,707-962-0933,CA,P.O. Box 2208,95437,39.44613289999999,-123.8042883
H001068,02101,412511,H001068-petaluma,206 G St.,,Petaluma,,,707-981-8967,CA,Unit #3,94952,38.2315024,-122.6330448
H001068,02101,412511,H001068-san_rafael,999 Fifth Ave.,,San Rafael,415-258-9913,,415-258-9657,CA,Suite 290,94901,37.9738069,-122.5267
H001068,02101,412511,H001068-ukiah,559 Low Gap Rd.,,Ukiah,707-671-7449,,707-962-0905,CA,,95482,39.1598605,-123.2154259
H001071,02237,412623,H001071-milledgeville,3015 Heritage Rd.,,Milledgeville,478-451-2911,,478-457-0007,GA,Suite 6,31061,33.1204264,-83.2592841
H001071,02237,412623,H001071-monroe,100 Court St.,,Monroe,770-266-6751,,770-207-1776,GA,,30655,33.7942004,-83.71309769999999
H001071,02237,412623,H001071-thomson,210 Railroad St.,City-County Administration,Thomson,,,770-207-1776,GA,Room 2401,30824,33.4671424,-82.4986906
H001072,02223,412609,H001072-conway,1105 Deer St.,,Conway,501-358-3494,,501-358-3481,AR,Suite 12,72032,35.0868894,-92.4381401
H001072,02223,412609,H001072-little_rock,1501 N. University Ave.,,Little Rock,501-324-6029,,501-324-5941,AR,Suite 630,72207,34.76512630000001,-92.3397715
H001073,02269,412654,H001073-del_rio,1104 West 10th,,Del Rio,,Call to make an appointment,830-422-2040,TX,,78840,29.3705708,-100.9202206
H001073,02269,412654,H001073-eagle_pass,100 S. Monroe St.,,Eagle Pass,,Call to make an appointment,210-784-5023,TX,,78852,28.706671,-100.50032
H001073,02269,412654,H001073-fort_stockton,103 West Callaghan,Pecos County Courthouse,Fort Stockton,,"Third Tuesday, Wednesday, and Thursday of the month from 8am-5pm, or call to make an appointment",210-245-1548,TX,First Floor,79735,30.8834552,-102.881413
H001073,02269,412654,H001073-san_antonio,17721 Rogers Ranch Parkway,,San Antonio,210-927-4903,M-F 8:30am-5:30pm,210-921-3130,TX,Suite 120,78258,29.6043724,-98.5350201
H001073,02269,412654,H001073-san_antonio-1,One University Way,Texas A&M San Antonio Patriots' Casa,San Antonio,,M-F 9am-5pm,210-784-5023,TX,Suite 202A,78224,29.3113119,-98.52465839999999
H001073,02269,412654,H001073-socorro,124 S. Horizon,,Socorro,,Call to make an appointment,915-235-6421,TX,,79927,31.6495216,-106.2845808
H001074,,412703,H001074-jeffersonville,321 Quartermaster Ct.,,Jeffersonville,,,812-288-3999,IN,,47130,38.2842586,-85.7435028
H001074,,412703,H001074-greenwood,720 Executive Park Dr.,,Greenwood,,,317-851-8710,IN,Suite 3000B,46143,39.6053692,-86.1128416
I000024,00583,300055,I000024-enid,302 N. Independence,,Enid,580-234-5094,,580-234-5105,OK,#104,73701,36.3993287,-97.8803343
I000024,00583,300055,I000024-mcalester,215 E. Choctaw Ave.,,McAlester,918-426-0935,,918-426-0933,OK,#106,74501,34.931573,-95.7671124
I000024,00583,300055,I000024-oklahoma_city,3817 NW Expressway,,Oklahoma City,405-208-8841,,405-604-0917,OK,#780,73112,35.5361791,-97.5879455
I000024,00583,300055,I000024-tulsa,1924 S. Utica Ave.,,Tulsa,918-748-5119,,918-748-5111,OK,#530,74104-6511,36.13417190000001,-95.96760839999999
I000055,01608,400194,I000055-atlanta,3625 Cumberland Blvd.,One Overton Park,Atlanta,770-661-0768,,770-661-0999,GA,Suite 970,30339,33.8841172,-84.4539174
J000032,00588,400199,J000032-houston,4300 Lyons Ave.,,Houston,,M-F 9-5:30pm,713-227-7740,TX,,77020,29.7758442,-95.3269342
J000032,00588,400199,J000032-houston-1,1919 Smith St.,,Houston,713-655-1612,M-F 9-5:30pm,713-655-0050,TX,Suite 1180,77002,29.7519042,-95.37360579999999
J000032,00588,400199,J000032-houston-2,420 W. 19th St.,,Houston,,M-F 9-5:30pm,713-861-4070,TX,,77008,29.8026927,-95.4044876
J000032,00588,400199,J000032-houston-3,6719 W. Montgomery,,Houston,,Mon-Fri 9am-5:30pm,713-691-4882,TX,Suite 204,77091,29.8575093,-95.4221659
J000126,00599,400204,J000126-dallas,1825 Market Center Blvd.,,Dallas,214-922-7028,M-F 9-6pm,214-922-8885,TX,Suite 440,75207,32.7946832,-96.8263983
J000288,01843,412199,J000288-decatur,5240 Snapfinger Park Dr.,,Decatur,770-987-8721,,770-987-2291,GA,Suite 130,30035,33.704214,-84.1763731
J000289,01868,412226,J000289-bucyrus,500 S. Sandusky Ave.,,Bucyrus,,Tu/Th - 8am to 4:30pm,419-663-1426,OH,,44820,40.8042672,-82.9752194
J000289,01868,412226,J000289-lima,3121 W. Elm Plz.,,Lima,419-999-4238,M-F 8:30AM-5PM,419-999-6455,OH,,45805,40.7369756,-84.161425
J000289,01868,412226,J000289-norwalk,13 B E. Main St.,,Norwalk,419-668-3015,M-F 8:30AM-5PM,419-663-1426,OH,,44857,41.2425971,-82.6150462
J000292,02046,412460,J000292-cambridge,116 Southgate Pkwy.,,Cambridge,740-432-2587,,740-432-2366,OH,,43725,40.0243891,-81.5899869
J000292,02046,412460,J000292-ironton,202 Park Ave.,,Ironton,740-534-9482,,740-534-9431,OH,Suite C,45638,38.5344281,-82.68547079999999
J000292,02046,412460,J000292-marietta,246 Front St.,,Marietta,740-376-0886,,740-376-0868,OH,,45750,39.413511,-81.45460899999999
J000292,02046,412460,J000292-salem,192 E. State St.,,Salem,330-337-7125,,330-337-6951,OH,,44460,40.9010799,-80.8561222
J000293,02086,412496,J000293-milwaukee,517 E. Wisconsin Ave.,,Milwaukee,414-276-7284,,414-276-7282,WI,Suite 408,53202,43.0382241,-87.90455999999999
